   8.584158E-02    -2.470119E-01
   4.407355E-02    -2.814462E-01
   1.138237E-01    -5.362652E-01
   3.581711E-02    -1.432330E-01
   2.377516E-01    -5.592906E-01
   1.776426E-01    -6.003651E-01
   2.598590E-01    -3.303333E-01
   2.240843E-01    -4.546237E-01
   3.105716E-01    -6.275419E-01
   1.559716E-01    -3.903061E-01
   1.407502E-01    -2.988551E-01
   6.094240E-02    -3.518096E-02
   3.176747E-02    -9.399447E-02
   2.922246E-02     1.687019E-02
   2.922246E-02    -1.687019E-02
   6.552740E-02    -7.450519E-02
   2.462501E-16    -3.374046E-02
   1.710297E-01    -1.978258E-01
   1.884329E-01    -2.713204E-01
   1.419678E-01    -4.059866E-02
   1.061532E-01    -1.026283E-01
   1.481202E-01    -8.549731E-02
   9.729389E-02    -1.948848E-02
   2.217656E-01    -1.788471E-01
   1.157438E-01    -1.551521E-01
   7.651402E-02    -1.777998E-01
   9.729389E-02     1.948848E-02
   2.809452E-01    -4.218066E-01
   4.957185E-02    -3.721516E-01
   4.588405E-01    -6.594855E-01
   4.278665E-01    -4.581936E-01
   3.617169E-01    -4.884081E-01
   5.324611E-01    -6.230213E-01
   3.193062E-01    -3.064866E-01
   6.221901E-01    -6.888550E-01
   5.733288E-01    -4.013277E-01
   5.955325E-01    -4.872947E-01
   5.177440E-01    -5.228611E-01
   4.063066E-01    -3.678516E-01
   2.659754E-01    -1.024412E-01
   2.976534E-01    -2.288250E-01
   1.922608E-01    -2.264289E-02
   2.570144E-01    -4.907971E-02
   3.646570E-01    -2.097675E-01
   2.066838E-01    -1.192622E-01
   5.374354E-01    -2.347696E-01
   4.562581E-01    -2.628866E-01
   4.236046E-01    -1.222165E-01
   5.199431E-01    -1.662502E-01
   3.293963E-01    -2.743072E-02
   3.474043E-01    -1.425930E-01
   4.765095E-01    -3.432720E-01
   4.143597E-01    -5.949770E-02
   3.774025E-01    -5.904908E-01
   1.922608E-01     2.264289E-02
   3.176747E-02     9.399447E-02
   3.186291E-16     7.036251E-02
   7.651402E-02     1.777998E-01
   3.581711E-02     1.432330E-01
   6.552740E-02     7.450519E-02
   1.225644E-16     2.385917E-01
   1.481202E-01     8.549731E-02
   1.419678E-01     4.059866E-02
   1.710297E-01     1.978258E-01
   1.157438E-01     1.551521E-01
   2.217656E-01     1.788471E-01
   1.061532E-01     1.026283E-01
   6.094240E-02     3.518096E-02
   8.584158E-02     2.470119E-01
   4.957185E-02     3.721516E-01
   4.407355E-02     2.814462E-01
   5.751810E-02     5.844873E-01
   4.445843E-17     5.277267E-01
   1.057967E-01     4.298383E-01
   7.004365E-17     4.207654E-01
   2.240843E-01     4.546237E-01
   1.407502E-01     2.988551E-01
   1.776426E-01     6.003651E-01
   1.138237E-01     5.362652E-01
   2.377516E-01     5.592906E-01
   2.598590E-01     3.303333E-01
   1.559716E-01     3.903061E-01
   1.884329E-01     2.713204E-01
   2.066838E-01     1.192622E-01
   2.196760E-16     1.710083E-01
   3.474043E-01     1.425930E-01
   2.570144E-01     4.907971E-02
   3.193062E-01     3.064866E-01
   3.646570E-01     2.097675E-01
   4.143597E-01     5.949770E-02
   2.659754E-01     1.024412E-01
   5.035641E-01     2.930858E-02
   5.374354E-01     2.347696E-01
   5.199431E-01     1.662502E-01
   4.562581E-01     2.628866E-01
   4.236046E-01     1.222165E-01
   5.035641E-01    -2.930858E-02
   4.765095E-01     3.432720E-01
   3.617169E-01     4.884081E-01
   2.809452E-01     4.218066E-01
   4.588405E-01     6.594855E-01
   3.774025E-01     5.904908E-01
   4.278665E-01     4.581936E-01
   3.105716E-01     6.275419E-01
   5.955325E-01     4.872947E-01
   5.733288E-01     4.013277E-01
   6.221901E-01     6.888550E-01
   5.324611E-01     6.230213E-01
   5.177440E-01     5.228611E-01
   4.063066E-01     3.678516E-01
   2.976534E-01     2.288250E-01
   3.293963E-01     2.743072E-02
   2.844800E-16     3.374046E-02
  -6.354319E-01    -7.337333E-01
  -7.031419E-01    -6.495346E-01
  -4.742259E-01    -7.040426E-01
  -3.247855E-01    -6.750537E-01
  -1.879133E-01    -6.509504E-01
  -6.129094E-02    -6.369538E-01
   6.129094E-02    -6.369538E-01
   1.879133E-01    -6.509504E-01
   3.247855E-01    -6.750537E-01
   4.742259E-01    -7.040426E-01
   6.354319E-01    -7.337333E-01
   7.031419E-01    -6.495346E-01
  -6.856992E-01    -5.542441E-01
   6.856992E-01    -5.542441E-01
  -6.500095E-01    -3.752832E-01
   6.500095E-01    -3.752832E-01
  -6.331102E-01    -2.924211E-01
   6.331102E-01    -2.924211E-01
  -6.062299E-01    -1.400028E-01
   6.062299E-01    -1.400028E-01
  -5.985333E-01    -6.911270E-02
   5.985333E-01    -6.911270E-02
  -5.985333E-01     6.911270E-02
   5.985333E-01     6.911270E-02
  -6.062299E-01     1.400028E-01
   6.062299E-01     1.400028E-01
  -6.331102E-01     2.924211E-01
   6.331102E-01     2.924211E-01
  -6.500095E-01     3.752832E-01
   6.500095E-01     3.752832E-01
  -6.856992E-01     5.542441E-01
   6.856992E-01     5.542441E-01
  -7.031419E-01     6.495346E-01
   7.031419E-01     6.495346E-01
  -6.354319E-01     7.337333E-01
  -4.742259E-01     7.040426E-01
  -3.247855E-01     6.750537E-01
  -1.879133E-01     6.509504E-01
  -6.129094E-02     6.369538E-01
   6.129094E-02     6.369538E-01
   1.879133E-01     6.509504E-01
   3.247855E-01     6.750537E-01
   4.742259E-01     7.040426E-01
   6.354319E-01     7.337333E-01
